1137824	50181700	Suministros y mezclas para hornear	10	H87	H87-Piezas	250,0000	KGM	KGM-Kilogramo
1137824	50181900	Pan, galletas y pastelitos dulces	11	H87	H87-Piezas	48,8660	KGM	KGM-Kilogramo
1137824	50181903	Galletas sencillas de sal	2	H87	H87-Piezas	16,0120	KGM	KGM-Kilogramo
1137824	50181905	Galletas de dulce	32	H87	H87-Piezas	117,2830	KGM	KGM-Kilogramo
1137824	50191500	Sopas y estofados	1	H87	H87-Piezas	7,4000	KGM	KGM-Kilogramo
1137824	50191507	Sopas o sudados preparados de repisa	5	H87	H87-Piezas	12,3930	KGM	KGM-Kilogramo
1137824	50192100	Botanas	20	H87	H87-Piezas	54,1120	KGM	KGM-Kilogramo
1137824	31201610	Pegamentos	1	H87	H87-Piezas	1,0000	KGM	KGM-Kilogramo
1137824	31201632	Adhesivo de silicona	1	H87	H87-Piezas	0,1050	KGM	KGM-Kilogramo
1137824	31211508	Pinturas acrílicas	1	H87	H87-Piezas	0,3240	KGM	KGM-Kilogramo
1137824	40151601	Compresores de aire	1	H87	H87-Piezas	3,0980	KGM	KGM-Kilogramo
1137824	40175307	Sillas de tubos	1	H87	H87-Piezas	3,8000	KGM	KGM-Kilogramo
1137824	46191503	Recubrimientos o plastilinas o sellantes resistentes al calor	2	H87	H87-Piezas	2,6420	KGM	KGM-Kilogramo
1137824	47121700	Envases y accesorios para residuos	2	H87	H87-Piezas	6,0000	KGM	KGM-Kilogramo
1137824	47121800	Equipo de limpieza	1	H87	H87-Piezas	1,0000	KGM	KGM-Kilogramo
1137824	47131500	Trapos y paños de limpieza	3	H87	H87-Piezas	2,1700	KGM	KGM-Kilogramo
1137824	47131501	Trapos	3	H87	H87-Piezas	2,7000	KGM	KGM-Kilogramo
1137824	47131600	Escobas, traperos, cepillos y accesorios	1	H87	H87-Piezas	8,1360	KGM	KGM-Kilogramo
1137824	50161813	Chocolate o sustituto de chocolate, confite	6	H87	H87-Piezas	19,6580	KGM	KGM-Kilogramo
1137824	50161814	Azúcar o sustituto de azúcar, confite	2	H87	H87-Piezas	7,4200	KGM	KGM-Kilogramo
1137824	50171500	Hierbas y especias y extractos	4	H87	H87-Piezas	5,8970	KGM	KGM-Kilogramo
1137824	50171551	Sal de mesa	3	H87	H87-Piezas	51,7600	KGM	KGM-Kilogramo
1137824	50171552	Mezcla para adobar	1	H87	H87-Piezas	1,7260	KGM	KGM-Kilogramo
1137824	50171707	Vinagres	9	H87	H87-Piezas	118,2040	KGM	KGM-Kilogramo
1137824	50171800	Salsas y condimentos y productos para untar	675	H87	H87-Piezas	6002,7450	KGM	KGM-Kilogramo
1137824	50171831	Salsas para cocinar	3	H87	H87-Piezas	24,5840	KGM	KGM-Kilogramo
1137824	50171832	Salsas para ensaladas o dips	4	H87	H87-Piezas	8,5240	KGM	KGM-Kilogramo
1137824	50171904	Conserva	5	H87	H87-Piezas	58,6200	KGM	KGM-Kilogramo
1137824	12161905	Enjuagues	3	H87	H87-Piezas	30,4740	KGM	KGM-Kilogramo
1137824	12163800	Limpiadores químicos	2	H87	H87-Piezas	41,0400	KGM	KGM-Kilogramo
1137824	14111514	Blocs o cuadernos de papel	2	H87	H87-Piezas	17,7980	KGM	KGM-Kilogramo
1137824	14111703	Toallas de papel	7	H87	H87-Piezas	38,6780	KGM	KGM-Kilogramo
1137824	41104211	Suavizantes	4	H87	H87-Piezas	62,5800	KGM	KGM-Kilogramo
1137824	41115800	Analizadores, accesorios y suministros clínicos y diagnósticos	1	H87	H87-Piezas	0,0250	KGM	KGM-Kilogramo
1137824	42151909	Pastas o kits de prevención dental	2	H87	H87-Piezas	11,4000	KGM	KGM-Kilogramo
1137824	42231800	Fórmulas y productos para apoyo nutritivo	1	H87	H87-Piezas	0,9920	KGM	KGM-Kilogramo
1137824	42231806	Espesantes de comidas o bebidas nutricionales para uso médico	8	H87	H87-Piezas	29,9880	KGM	KGM-Kilogramo
1137824	42231808	Botellas de alimentación o accesorios	1	H87	H87-Piezas	1,3610	KGM	KGM-Kilogramo
1137824	42311500	Vendas y vendajes y productos relacionados	3	H87	H87-Piezas	0,3280	KGM	KGM-Kilogramo
1137824	42311700	Cintas adhesivas médicas y quirúrgicas y productos relacionados para el uso en especialidades	6	H87	H87-Piezas	0,1080	KGM	KGM-Kilogramo
1137824	44101809	Calculadoras de escritorio	1	H87	H87-Piezas	0,1260	KGM	KGM-Kilogramo
1137824	44121706	Lápices de madera	1	H87	H87-Piezas	0,4810	KGM	KGM-Kilogramo
1137824	44121708	Marcadores	1	H87	H87-Piezas	1,5010	KGM	KGM-Kilogramo
1137824	47131800	Soluciones de limpieza y desinfección	24	H87	H87-Piezas	494,1200	KGM	KGM-Kilogramo
1137824	47131801	Limpiadores de pisos	7	H87	H87-Piezas	90,9300	KGM	KGM-Kilogramo
1137824	47131805	Limpiadores de propósito general	3	H87	H87-Piezas	73,5750	KGM	KGM-Kilogramo
1137824	47131807	Blanqueadores	136	H87	H87-Piezas	3088,6450	KGM	KGM-Kilogramo
1137824	47131811	Productos de lavandería	135	H87	H87-Piezas	1686,7760	KGM	KGM-Kilogramo
1137824	47131816	Desodorantes	1	H87	H87-Piezas	0,7790	KGM	KGM-Kilogramo
1137824	47131824	Limpiadores de vidrio o ventanas	1	H87	H87-Piezas	3,4500	KGM	KGM-Kilogramo
1137824	47131829	Limpiadores de baños	6	H87	H87-Piezas	20,7360	KGM	KGM-Kilogramo
1137824	48101703	Dispensadores de leche	1	H87	H87-Piezas	0,5650	KGM	KGM-Kilogramo
1137824	49121504	Sleeping bags (bolsas para dormir)	1	H87	H87-Piezas	0,1000	KGM	KGM-Kilogramo
1137824	49161603	Pelotas de básquetbol	1	H87	H87-Piezas	4,2820	KGM	KGM-Kilogramo
1137824	50401847	Frijoles habichuelas	15	H87	H87-Piezas	82,4700	KGM	KGM-Kilogramo
1137824	50461800	Fríjoles en lata o en frasco	7	H87	H87-Piezas	54,1100	KGM	KGM-Kilogramo
1137824	50461847	Frijoles habichuelas enlatados o envasados	1	H87	H87-Piezas	8,2780	KGM	KGM-Kilogramo
1137824	50465525	Pimentón jalapeño enlatado o envasado	4	H87	H87-Piezas	39,6250	KGM	KGM-Kilogramo
1137824	50467007	Atún enlatada	1	H87	H87-Piezas	8,5700	KGM	KGM-Kilogramo
1137824	51101700	Antihelmínticos y otros antiparasitarios	2	H87	H87-Piezas	0,0400	KGM	KGM-Kilogramo
1137824	51142002	Ácido acetilsalicílico	2	H87	H87-Piezas	0,0970	KGM	KGM-Kilogramo
1137824	51161630	Maleato de clorfenamina	2	H87	H87-Piezas	0,1130	KGM	KGM-Kilogramo
1137824	51161800	Productos para tos, resfriados y antialérgicos	1	H87	H87-Piezas	0,2550	KGM	KGM-Kilogramo
1137824	50121500	Pescado	12	H87	H87-Piezas	81,9040	KGM	KGM-Kilogramo
1137824	50121538	Pescado almacenado en repisa	6	H87	H87-Piezas	47,8140	KGM	KGM-Kilogramo
1137824	50131700	Productos de leche y mantequilla	2	H87	H87-Piezas	16,3090	KGM	KGM-Kilogramo
1137824	50131702	Productos de leche o mantequilla de estante	55	H87	H87-Piezas	639,5660	KGM	KGM-Kilogramo
1137824	50131706	Lactosa	1	H87	H87-Piezas	7,2900	KGM	KGM-Kilogramo
1137824	50161800	Productos de confitería	11	H87	H87-Piezas	28,4940	KGM	KGM-Kilogramo
1137824	52151802	Sartenes para uso doméstico	8	H87	H87-Piezas	21,5880	KGM	KGM-Kilogramo
1137824	52151803	Cacerolas para uso doméstico	1	H87	H87-Piezas	6,5720	KGM	KGM-Kilogramo
1137824	52151808	Ollas a presión para uso doméstico	2	H87	H87-Piezas	5,0860	KGM	KGM-Kilogramo
1137824	52152000	Platos, utensilios para servir y recipientes para almacenar	4	H87	H87-Piezas	19,2440	KGM	KGM-Kilogramo
1137824	52152002	Contenedores para almacenar alimentos para uso doméstico	8	H87	H87-Piezas	3,4800	KGM	KGM-Kilogramo
1137824	52152013	Saleros, pimenteros o especieros	1	H87	H87-Piezas	2,5800	KGM	KGM-Kilogramo
1137824	52152200	Lavado de platos y accesorios de almacenamiento de platos	5	H87	H87-Piezas	64,6400	KGM	KGM-Kilogramo
